Scaled Voxel Centers:
 [ 1.30983601e+02 -1.06268340e+01 -2.89193342e+01]
 [ 1.30710009e+02 -8.31742685e+00 -2.88223979e+01]
 [ 1.30835653e+02 -6.04110681e+00 -2.88223979e+01]
 [ 1.31068216e+02 -3.76716514e+00 -2.88547100e+01]
 [ 1.31163119e+02 -1.48585760e+00 -2.88654807e+01]
 [ 1.31511750e+02  7.99390775e-01 -2.89408756e+01]
 [ 1.31477731e+02  3.08827661e+00 -2.89408756e+01]
 [ 1.31550373e+02  5.38222519e+00 -2.89731877e+01]
 [ 1.31485012e+02  7.67393700e+00 -2.89839584e+01]
 [ 1.31574713e+02  9.97981899e+00 -2.90378119e+01]
 [ 6.81265888e+01  6.36173148e+00 -1.50574411e+01]
 [ 6.73725078e+01  7.47635379e+00 -1.49174219e+01]
 [ 6.34936382e+01  8.16707404e+00 -1.40880779e+01]
 [ 5.98543841e+01  8.76063137e+00 -1.33125874e+01]
 [ 5.68425871e+01  9.33323190e+00 -1.26771160e+01]
 [ 5.71183759e+01  9.44593164e+00 -7.52884776e+00]
 [ 5.75798073e+01  1.05551414e+01 -7.61286065e+00]
 [ 5.67530314e+01  1.14282049e+01 -7.52884776e+00]
 [ 5.58163592e+01  1.22544305e+01 -7.43190980e+00]
 [ 5.63668842e+01  1.34080538e+01 -7.53531029e+00]
 [ 5.75195351e+01  1.47449247e+01 -7.72272367e+00]
 [ 1.33765408e+02  3.67839014e+01 -1.80433845e+01]
 [ 1.34054780e+02  3.93866641e+01 -1.81726351e+01]
 [ 1.34246093e+02  4.19957851e+01 -1.82954232e+01]
 [ 1.34198035e+02  4.45608522e+01 -1.83923611e+01]
 [ 1.33913392e+02  4.70710603e+01 -1.84634490e+01]
 [ 1.34093957e+02  4.97750574e+01 -1.86056246e+01]
 [ 1.34405430e+02  5.25719547e+01 -1.87736504e+01]
 [ 1.34613552e+02  5.53758097e+01 -1.89352137e+01]
 [ 1.35037766e+02  5.83209578e+01 -1.91355521e+01]
 [ 1.34856427e+02  6.10517132e+01 -1.92583402e+01]
 [ 1.34934608e+02  6.39427005e+01 -1.94263660e+01]
 [ 1.35397422e+02  6.70753353e+01 -1.96590171e+01]
 [ 1.35261809e+02  6.99694677e+01 -1.98141178e+01]
 [ 1.35546646e+02  7.31385766e+01 -2.00403063e+01]
 [ 1.35847880e+02  7.63873560e+01 -2.02794200e+01]
 [ 1.35776200e+02  7.94929787e+01 -2.04732959e+01]
 [ 1.36103363e+02  8.29033181e+01 -2.07382596e+01]
 [ 1.36184173e+02  8.62426703e+01 -2.09773732e+01]
 [ 1.36230577e+02  8.96370843e+01 -2.12229494e+01]
 [ 1.36363184e+02  9.31711120e+01 -2.14943757e+01]
 [ 1.36575080e+02  9.68515989e+01 -2.17916521e+01]
 [ 1.37738974e+02  1.01332436e+02 -2.22569542e+01]
 [ 1.33497403e+02  1.01847292e+02 -2.18562774e+01]
 [ 1.29085809e+02  1.02091955e+02 -2.14232878e+01]
 [ 1.30599918e+02 -4.51425031e+01 -6.47037848e+00]
 [ 1.30894196e+02 -4.27072492e+01 -6.44694357e+00]
 [ 1.30760410e+02 -4.01579975e+01 -6.40476074e+00]
 [ 1.30818010e+02 -3.76957863e+01 -6.37429535e+00]
 [ 1.30926116e+02 -3.52698984e+01 -6.34851695e+00]
 [ 1.30940778e+02 -3.28395952e+01 -6.32039506e+00]
 [ 1.31105465e+02 -3.04648873e+01 -6.30164713e+00]
 [ 1.31471778e+02 -2.81468750e+01 -6.29461666e+00]
 [ 1.31403961e+02 -2.57483940e+01 -6.26883826e+00]
 [ 1.31785250e+02 -2.34485708e+01 -6.26649477e+00]
 [ 1.31681220e+02 -2.10721329e+01 -6.24305986e+00]
 [ 1.32129039e+02 -1.87910621e+01 -6.24774684e+00]
 [ 1.31841632e+02 -1.64142318e+01 -6.21962495e+00]
 [ 1.31959463e+02 -1.41010252e+01 -6.21259448e+00]
 [ 1.32136264e+02 -1.17976249e+01 -6.21025099e+00]
 [ 1.32122861e+02 -9.48161681e+00 -6.20087702e+00]
 [ 1.32018721e+02 -7.16695963e+00 -6.18915957e+00]
 [ 1.32724369e+02 -4.89015527e+00 -6.21728146e+00]
 [ 1.32589520e+02 -2.57540770e+00 -6.20790750e+00]
 [ 1.32414146e+02 -2.66844859e-01 -6.19853353e+00]
 [ 1.33049379e+02  2.04792609e+00 -6.22899892e+00]
 [ 1.32693067e+02  4.35353512e+00 -6.21493797e+00]
 [ 1.32996662e+02  6.68253973e+00 -6.23368590e+00]
 [ 1.33209094e+02  9.02004962e+00 -6.25009033e+00]
 [ 1.33479882e+02  1.13754846e+01 -6.27118175e+00]
 [ 1.33260486e+02  1.36970167e+01 -6.27118175e+00]
 [ 1.33249004e+02  1.60442968e+01 -6.28289921e+00]
 [ 1.33890130e+02  1.84912227e+01 -6.32742554e+00]
 [ 1.33447226e+02  2.08033901e+01 -6.32273855e+00]
 [ 1.33901275e+02  2.32686126e+01 -6.36257790e+00]
 [ 1.33550984e+02  1.55973437e+01 -3.41733516e-01]
 [ 1.33715602e+02  1.59115709e+01 -3.42242995e-01]
 [ 1.33630725e+02  1.61964388e+01 -3.42115625e-01]
 [ 1.33843664e+02  1.65178402e+01 -3.42752475e-01]
 [ 1.34006108e+02  1.68340008e+01 -3.43261955e-01]
 [ 1.33720413e+02  1.70937557e+01 -3.42625105e-01]
 [ 1.33831789e+02  1.74040493e+01 -3.43007215e-01]
 [ 1.33495307e+02  1.76557716e+01 -3.42242995e-01]
 [ 1.34052375e+02  1.80263327e+01 -3.43771434e-01]
 [ 1.34161581e+02  1.83383170e+01 -3.44153544e-01]
 [ 1.33724043e+02  1.85750198e+01 -3.43134585e-01]
 [ 1.33683091e+02  1.88659297e+01 -3.43134585e-01]
 [ 1.34286395e+02  1.92491914e+01 -3.44790394e-01]
 [ 1.34045601e+02  1.95124479e+01 -3.44280914e-01]
 [ 1.34349626e+02  1.98553421e+01 -3.45172504e-01]
 [ 1.34256312e+02  2.01401735e+01 -3.45045134e-01]
 [ 1.34211935e+02  2.04322378e+01 -3.45045134e-01]
 [ 1.34117392e+02  2.07165546e+01 -3.44917764e-01]
 [ 1.33972735e+02  2.09927995e+01 -3.44663024e-01]
 [ 1.33827509e+02  2.12685136e+01 -3.44408284e-01]
 [ 1.33879614e+02  2.15755886e+01 -3.44663024e-01]
 [ 1.33931013e+02  2.18829896e+01 -3.44917764e-01]
 [ 1.33685065e+02  2.21415881e+01 -3.44408284e-01]
 [ 1.33685732e+02  2.24407007e+01 -3.44535654e-01]
 [ 1.33537517e+02  2.27147110e+01 -3.44280914e-01]
 [ 1.33438125e+02  2.29966942e+01 -3.44153544e-01]
 [ 1.33979895e+02  2.33903925e+01 -3.45681983e-01]
 [ 1.33731019e+02  2.36469423e+01 -3.45172504e-01]
 [ 1.33876284e+02  2.39731879e+01 -3.45681983e-01]
 [ 1.33724906e+02  2.42465353e+01 -3.45427243e-01]
 [ 1.33868702e+02  2.45736244e+01 -3.45936723e-01]
 [ 1.33814627e+02  2.48648348e+01 -3.45936723e-01]
 [ 1.34055409e+02  2.52114975e+01 -3.46700943e-01]
 [ 1.33999938e+02  2.55031126e+01 -3.46700943e-01]
 [ 1.34239077e+02  2.58514643e+01 -3.47465162e-01]
 [ 1.33936271e+02  2.60955605e+01 -3.46828313e-01]
 [ 1.34075530e+02  2.64256758e+01 -3.47337792e-01]
 [ 1.34066548e+02  2.67271291e+01 -3.47465162e-01]
 [ 1.34007762e+02  2.70187628e+01 -3.47465162e-01]
 [ 1.33997439e+02  2.73202810e+01 -3.47592532e-01]
 [ 1.33986435e+02  2.76218848e+01 -3.47719902e-01]
 [ 1.33778521e+02  2.78826680e+01 -3.47337792e-01]
 [ 1.33864311e+02  2.82046664e+01 -3.47719902e-01]
 [ 1.34096364e+02  2.85584888e+01 -3.48484122e-01]
 [ 1.33886605e+02  2.88185491e+01 -3.48102012e-01]
 [ 1.33529449e+02  2.90458829e+01 -3.47337792e-01]
 [ 1.33759246e+02  2.94008889e+01 -3.48102012e-01]
 [ 1.33988124e+02  2.97570328e+01 -3.48866231e-01]
 [ 1.33824920e+02  3.00265514e+01 -3.48611492e-01]
 [ 1.33807787e+02  3.03287285e+01 -3.48738862e-01]
 [ 1.34131893e+02  3.07092608e+01 -3.49757821e-01]
 [ 1.33917931e+02  3.09671586e+01 -3.49375711e-01]
 [ 1.34191447e+02  3.13382329e+01 -3.50267301e-01]
 [ 1.33927487e+02  3.15841199e+01 -3.49757821e-01]
 [ 1.33955569e+02  3.18986554e+01 -3.50012561e-01]
 [ 1.34080354e+02  3.22368952e+01 -3.50522041e-01]
 [ 1.34204296e+02  3.25758257e+01 -3.51031520e-01]
 [ 1.34181384e+02  3.28796751e+01 -3.51158890e-01]
 [ 1.34546927e+02  3.32798298e+01 -3.52305220e-01]
 [ 1.34182106e+02  3.34996677e+01 -3.51541000e-01]
 [ 1.34302864e+02  3.38405139e+01 -3.52050480e-01]
 [ 1.34082827e+02  3.40955979e+01 -3.51668370e-01]
 [ 1.34444745e+02  3.44993452e+01 -3.52814699e-01]
 [ 1.34320448e+02  3.47792230e+01 -3.52687329e-01]
 [ 1.34534933e+02  3.51473843e+01 -3.53451549e-01]
 [ 1.34554632e+02  3.54655634e+01 -3.53706289e-01]
 [ 1.34670430e+02  3.58097446e+01 -3.54215768e-01]
 [ 1.34640170e+02  3.61156565e+01 -3.54343138e-01]
 [ 1.34754318e+02  3.64608646e+01 -3.54852618e-01]
 [ 1.34577557e+02  3.67275908e+01 -3.54597878e-01]
 [ 1.34738447e+02  3.70868001e+01 -3.55234728e-01]
 [ 1.34656997e+02  3.73798711e+01 -3.55234728e-01]
 [ 1.34767914e+02  3.77267986e+01 -3.55744208e-01]
 [ 1.35022621e+02  3.81152202e+01 -3.56635797e-01]
 [ 1.34842534e+02  3.83814760e+01 -3.56381057e-01]
 [ 1.34806415e+02  3.86885927e+01 -3.56508427e-01]
 [ 1.34721461e+02  3.89818077e+01 -3.56508427e-01]
 [ 1.34876371e+02  3.93449998e+01 -3.57145277e-01]
 [ 1.35174546e+02  3.97514564e+01 -3.58164236e-01]
 [ 1.34702949e+02  3.99315465e+01 -3.57145277e-01]
 [ 1.34855318e+02  4.02962605e+01 -3.57782126e-01]
 [ 1.34862799e+02  4.06184817e+01 -3.58036866e-01]
 [ 1.34965404e+02  4.09700316e+01 -3.58546346e-01]
 [ 1.34875459e+02  4.12635871e+01 -3.58546346e-01]
 [ 1.35359442e+02  4.17341024e+01 -3.60074785e-01]
 [ 1.34932885e+02  4.19244456e+01 -3.59183196e-01]
 [ 1.35414642e+02  4.23975829e+01 -3.60711635e-01]
 [ 1.34843742e+02  4.25413634e+01 -3.59437935e-01]
 [ 1.35180110e+02  4.29712599e+01 -3.60584265e-01]
 [ 1.35181218e+02  4.32958472e+01 -3.60839005e-01]
 [ 1.35276917e+02  4.36514126e+01 -3.61348484e-01]
 [ 1.35324053e+02  4.39921140e+01 -3.61730594e-01]
 [ 1.35132265e+02  4.42552551e+01 -3.61475854e-01]
 [ 1.35510943e+02  4.47061436e+01 -3.62749554e-01]
 [ 1.35365277e+02  4.49850763e+01 -3.62622184e-01]
 [ 1.35171524e+02  4.52476837e+01 -3.62367444e-01]
 [ 1.35309605e+02  4.56217196e+01 -3.63004293e-01]
 [ 1.35399251e+02  4.59804565e+01 -3.63513773e-01]
 [ 1.35156123e+02  4.62263058e+01 -3.63131663e-01]
 [ 1.35196792e+02  4.65692153e+01 -3.63513773e-01]
 [ 1.35236604e+02  4.69125216e+01 -3.63895883e-01]
 [ 1.35512050e+02  4.73388422e+01 -3.64914842e-01]
 [ 1.35502698e+02  4.76668240e+01 -3.65169582e-01]
 [ 1.35634233e+02  4.80451807e+01 -3.65806432e-01]
 [ 1.35670378e+02  4.83906692e+01 -3.66188542e-01]
 [ 1.35517045e+02  4.86688068e+01 -3.66061172e-01]
 [ 1.35504487e+02  4.89976217e+01 -3.66315912e-01]
 [ 1.35491137e+02  4.93266094e+01 -3.66570651e-01]
 [ 1.35288827e+02  4.95868097e+01 -3.66315912e-01]
 [ 1.35509052e+02  5.00024557e+01 -3.67207501e-01]
 [ 1.35868992e+02  5.04716378e+01 -3.68481200e-01]
 [ 1.35617481e+02  5.07144919e+01 -3.68099091e-01]
 [ 1.35459330e+02  5.09917926e+01 -3.67971721e-01]
 [ 1.35581705e+02  5.13751645e+01 -3.68608570e-01]
 [ 1.35843479e+02  5.18128697e+01 -3.69627530e-01]
 [ 1.35449185e+02  5.20005779e+01 -3.68863310e-01]
 [ 1.35662231e+02  5.24215638e+01 -3.69754900e-01]
 [ 1.35593925e+02  5.27347675e+01 -3.69882270e-01]
 [ 1.35804807e+02  5.31574929e+01 -3.70773859e-01]
 [ 1.35734812e+02  5.34712081e+01 -3.70901229e-01]
 [ 1.35291513e+02  5.36371658e+01 -3.70009639e-01]
 [ 1.35592640e+02  5.40984859e+01 -3.71155969e-01]
 [ 1.35799408e+02  5.45240425e+01 -3.72047558e-01]
 [ 1.35819161e+02  5.48756823e+01 -3.72429668e-01]
 [ 1.35605977e+02  5.51333256e+01 -3.72174928e-01]
 [ 1.35485046e+02  5.54282451e+01 -3.72174928e-01]
 [ 1.35780402e+02  5.58945280e+01 -3.73321258e-01]
 [ 1.35704089e+02  5.62089961e+01 -3.73448627e-01]
 [ 1.35534565e+02  5.64848510e+01 -3.73321258e-01]
 [ 1.35687876e+02  5.68958405e+01 -3.74085477e-01]
 [ 1.35609246e+02  5.72104066e+01 -3.74212847e-01]
 [ 1.35668230e+02  5.75836161e+01 -3.74722327e-01]
 [ 1.35449796e+02  5.78393188e+01 -3.74467587e-01]
 [ 1.35645145e+02  5.82723021e+01 -3.75359176e-01]
 [ 1.35471364e+02  5.85474219e+01 -3.75231806e-01]
 [ 1.35710495e+02  5.90018287e+01 -3.76250766e-01]
 [ 1.35718795e+02  5.93571828e+01 -3.76632876e-01]
 [ 1.35726184e+02  5.97128576e+01 -3.77014985e-01]
 [ 1.35732664e+02  6.00688427e+01 -3.77397095e-01]
 [ 1.35829760e+02  6.04658892e+01 -3.78033945e-01]
 [ 1.35514284e+02  6.06793904e+01 -3.77524465e-01]
 [ 1.35746624e+02  6.11386657e+01 -3.78543425e-01]
 [ 1.36023226e+02  6.16199149e+01 -3.79689754e-01]
 [ 1.35842522e+02  6.18949527e+01 -3.79562384e-01]
 [ 1.35752338e+02  6.22112401e+01 -3.79689754e-01]
 [ 1.35797898e+02  6.25903304e+01 -3.80199234e-01]
 [ 1.35887893e+02  6.29909819e+01 -3.80836083e-01]
 [ 1.36022180e+02  6.34134924e+01 -3.81600303e-01]
 [ 1.35701717e+02  6.36242347e+01 -3.81090823e-01]
 [ 1.36060601e+02  6.41543399e+01 -3.82491892e-01]
 [ 1.36055721e+02  6.45146090e+01 -3.82874002e-01]
 [ 1.36185553e+02  6.49398470e+01 -3.83638222e-01]
 [ 1.36178671e+02  6.53009763e+01 -3.84020331e-01]
 [ 1.36215974e+02  6.56841454e+01 -3.84529811e-01]
 [ 1.36117035e+02  6.60022181e+01 -3.84657181e-01]
 [ 1.36062376e+02  6.63421258e+01 -3.84911921e-01]
 [ 1.36096829e+02  6.67262115e+01 -3.85421401e-01]
 [ 1.36175172e+02  6.71329194e+01 -3.86058250e-01]
 [ 1.36207507e+02  6.75180307e+01 -3.86567730e-01]
 [ 1.36193975e+02  6.78812577e+01 -3.86949840e-01]
 [ 1.36045157e+02  6.81774222e+01 -3.86949840e-01]
 [ 1.36387744e+02  6.87211905e+01 -3.88350909e-01]
 [ 1.36147719e+02  6.89725103e+01 -3.88096169e-01]
 [ 1.36442844e+02  6.94959053e+01 -3.89369868e-01]
 [ 1.36379660e+02  6.98382683e+01 -3.89624608e-01]
 [ 1.36315627e+02  7.01806869e+01 -3.89879348e-01]
 [ 1.36117296e+02  7.04540865e+01 -3.89751978e-01]
 [ 1.36629331e+02  7.10969003e+01 -3.91662527e-01]
 [ 1.36162807e+02  7.12314815e+01 -3.90770938e-01]
 [ 1.36494299e+02  7.17840250e+01 -3.92172007e-01]
 [ 1.36248384e+02  7.20340128e+01 -3.91917267e-01]
 [ 1.36532765e+02  7.25653533e+01 -3.93190966e-01]
 [ 1.36550403e+02  7.29566637e+01 -3.93700446e-01]
 [ 1.36434607e+02  7.32772907e+01 -3.93827816e-01]
 [ 1.36362131e+02  7.36215558e+01 -3.94082556e-01]
 [ 1.36420860e+02  7.40375264e+01 -3.94719405e-01]
 [ 1.36258575e+02  7.43341700e+01 -3.94719405e-01]
 [ 1.36359133e+02  7.47749605e+01 -3.95483625e-01]
 [ 1.36282961e+02  7.51198232e+01 -3.95738365e-01]
 [ 1.36424980e+02  7.55860750e+01 -3.96629954e-01]
 [ 1.36259308e+02  7.58827238e+01 -3.96629954e-01]
 [ 1.36136690e+02  7.62034749e+01 -3.96757324e-01]
 [ 1.36493462e+02  7.67942042e+01 -3.98285763e-01]
 [ 1.36281551e+02  7.70663458e+01 -3.98158393e-01]
 [ 1.36286809e+02  7.74616715e+01 -3.98667873e-01]
 [ 1.36377961e+02  7.79070722e+01 -3.99432093e-01]
 [ 1.36467807e+02  7.83532455e+01 -4.00196312e-01]
 [ 1.36773247e+02  7.89253310e+01 -4.01597381e-01]
 [ 1.36643593e+02  7.92478557e+01 -4.01724751e-01]
 [ 1.36859329e+02  7.97719546e+01 -4.02871081e-01]
 [ 1.36425217e+02  7.99176519e+01 -4.02106861e-01]
 [ 1.36336380e+02  8.02651158e+01 -4.02361601e-01]
 [ 1.36548393e+02  8.07910809e+01 -4.03507930e-01]
 [ 1.36543520e+02  8.11903696e+01 -4.04017410e-01]
 [ 1.36666520e+02  8.16670899e+01 -4.04909000e-01]
 [ 1.36702215e+02  8.20931649e+01 -4.05545849e-01]
 [ 1.36908201e+02  8.26232970e+01 -4.06692179e-01]
 [ 1.36898417e+02  8.30248589e+01 -4.07201658e-01]
 [ 1.36716470e+02  8.33225201e+01 -4.07201658e-01]
 [ 1.36960942e+02  8.38813418e+01 -4.08475358e-01]
 [ 1.36905070e+02  8.42578827e+01 -4.08857467e-01]
 [ 1.37188934e+02  8.48453178e+01 -4.10258537e-01]
 [ 1.36832867e+02  8.50378711e+01 -4.09749057e-01]
 [ 1.36858899e+02  8.54680169e+01 -4.10385906e-01]
 [ 1.36968536e+02  8.59519175e+01 -4.11277496e-01]
 [ 1.37076705e+02  8.64367011e+01 -4.12169085e-01]
 [ 1.37056495e+02  8.68419625e+01 -4.12678565e-01]
 [ 1.36992926e+02  8.72206437e+01 -4.13060675e-01]
 [ 1.37054903e+02  8.76804219e+01 -4.13824894e-01]
 [ 1.37115520e+02  8.81408842e+01 -4.14589114e-01]
 [ 1.37174773e+02  8.86020268e+01 -4.15353334e-01]
 [ 1.37358671e+02  8.91456391e+01 -4.16499663e-01]
 [ 1.37037496e+02  8.93622282e+01 -4.16117553e-01]
 [ 1.37134889e+02  8.98522862e+01 -4.17009143e-01]
 [ 1.37105310e+02  9.02605867e+01 -4.17518622e-01]
 [ 1.37366950e+02  9.08625772e+01 -4.18919692e-01]
 [ 1.37167857e+02  9.11612392e+01 -4.18919692e-01]
 [ 1.37134689e+02  9.15706980e+01 -4.19429171e-01]
 [ 1.37266714e+02  9.20920387e+01 -4.20448131e-01]
 [ 1.37272543e+02  9.25304229e+01 -4.21084980e-01]
 [ 1.36986875e+02  9.27727258e+01 -4.20830241e-01]
 [ 1.37114799e+02  9.32959087e+01 -4.21849200e-01]
 [ 1.37323761e+02  9.38766069e+01 -4.23122899e-01]
 [ 1.37283177e+02  9.42885634e+01 -4.23632379e-01]
 [ 1.37282658e+02  9.47292283e+01 -4.24269229e-01]
 [ 1.37404312e+02  9.52559321e+01 -4.25288188e-01]
 [ 1.37277786e+02  9.56119004e+01 -4.25542928e-01]
 [ 1.37437539e+02  9.61687208e+01 -4.26689257e-01]
 [ 1.37431655e+02  9.66115051e+01 -4.27326107e-01]
 [ 1.37424486e+02  9.70547208e+01 -4.27962956e-01]
 [ 1.37416026e+02  9.74983727e+01 -4.28599806e-01]
 [ 1.37854791e+02  9.82621343e+01 -4.30637725e-01]
 [ 1.37476671e+02  9.84452333e+01 -4.30128245e-01]
 [ 1.37748741e+02  9.90949982e+01 -4.31656684e-01]
 [ 1.37612801e+02  9.94531284e+01 -4.31911424e-01]
 [ 1.38124225e+02  1.00281815e+02 -4.34204083e-01]
 [ 1.38268603e+02  1.00847646e+02 -4.35350412e-01]
 [ 1.38209219e+02  1.01266617e+02 -4.35859892e-01]
 [ 1.37664776e+02  1.01329642e+02 -4.34840933e-01]
 [ 1.37483043e+02  1.01658696e+02 -4.34968302e-01]
 [ 1.30253509e+02 -3.62273227e+01  4.98957574e+00]
 [ 1.30431409e+02 -3.38415144e+01  4.97294382e+00]
 [ 1.30468252e+02 -3.14371242e+01  4.95261592e+00]
 [ 1.30656358e+02 -2.90853220e+01  4.93967998e+00]
 [ 1.30654809e+02 -2.67064867e+01  4.92120007e+00]
 [ 1.30806876e+02 -2.43732866e+01  4.91011212e+00]
 [ 1.31262860e+02 -2.21011494e+01  4.91196011e+00]
 [ 1.31282975e+02 -1.97609287e+01  4.89902418e+00]
 [ 1.31360563e+02 -1.74399380e+01  4.88978422e+00]
 [ 1.31795006e+02 -1.51680836e+01  4.89532819e+00]
 [ 1.31691451e+02 -1.28378213e+01  4.88239226e+00]
 [ 1.31696359e+02 -1.05277672e+01  4.87500029e+00]
 [ 1.31810548e+02 -8.23082141e+00  4.87315230e+00]
 [ 1.31984541e+02 -5.93761009e+00  4.87500029e+00]
 [ 1.32118408e+02 -3.64084848e+00  4.87684828e+00]
 [ 1.32061839e+02 -1.33971069e+00  4.87315230e+00]
 [ 1.32315577e+02  9.60893935e-01  4.88239226e+00]
 [ 1.32328677e+02  3.26498141e+00  4.88424025e+00]
 [ 1.32201349e+02  5.56560405e+00  4.88239226e+00]
 [ 1.32783732e+02  7.90744849e+00  4.90826413e+00]
 [ 1.32725000e+02  1.02250839e+01  4.91196011e+00]
 [ 1.32475991e+02  1.25289367e+01  4.91011212e+00]
 [ 1.32634716e+02  1.48774804e+01  4.92489605e+00]
 [ 1.32950132e+02  1.72611420e+01  4.94707194e+00]
 [ 1.32726907e+02  1.95871799e+01  4.95076793e+00]
 [ 1.32808596e+02  2.19679088e+01  4.96739984e+00]
 [ 1.33093543e+02  2.44025799e+01  4.99327172e+00]
 [ 1.33235339e+02  2.68340507e+01  5.01544761e+00]
 [ 1.33528044e+02  2.93208156e+01  5.04501547e+00]
 [ 1.34163788e+02  3.19186086e+01  5.08936725e+00]
 [ 1.32095496e+02 -1.31558207e+01  1.59826284e+01]
 [ 1.32107240e+02 -1.08383752e+01  1.59586664e+01]
 [ 1.32376093e+02 -8.54376112e+00  1.59706474e+01]
 [ 1.32406040e+02 -6.23372785e+00  1.59586664e+01]
 [ 1.32395491e+02 -3.92525604e+00  1.59466854e+01]
 [ 1.32493771e+02 -1.62087746e+00  1.59526759e+01]
 [ 1.32651226e+02  6.86242126e-01  1.59706474e+01]
 [ 1.32867736e+02  3.00059566e+00  1.60005999e+01]
 [ 1.32993860e+02  5.32070385e+00  1.60245618e+01]
 [ 1.33029519e+02  7.64326000e+00  1.60425333e+01]
 [ 1.33123591e+02  9.97611212e+00  1.60724857e+01]
 [ 1.33176462e+02  1.23145625e+01  1.61024382e+01]
 [ 1.33336336e+02  1.46742141e+01  1.61503621e+01]
 [ 1.33404715e+02  1.70368639e+01  1.61922955e+01]
 [ 1.33677097e+02  1.94421576e+01  1.62641814e+01]
 [ 1.33856648e+02  2.18540776e+01  1.63300768e+01]
 [ 1.34188162e+02  2.43136267e+01  1.64199342e+01]
 [ 1.34132592e+02  2.67232849e+01  1.64678581e+01]
 [ 1.34227905e+02  2.91806665e+01  1.65397440e+01]
 [ 1.34229468e+02  3.16380522e+01  1.66056394e+01]
 [ 1.34330399e+02  3.41411064e+01  1.66895063e+01]
 [ 1.34144433e+02  3.65918036e+01  1.67434207e+01]
 [ 1.34438822e+02  3.91995647e+01  1.68632305e+01]
 [ 1.34444976e+02  4.17548633e+01  1.69530878e+01]
 [ 1.34496913e+02  4.43534112e+01  1.70549262e+01]
 [ 1.34686460e+02  4.70319969e+01  1.71807265e+01]
 [ 1.34822928e+02  4.97305864e+01  1.73065268e+01]
 [ 1.35137472e+02  5.25382599e+01  1.74622795e+01]
 [ 1.35118228e+02  5.52589270e+01  1.75820893e+01]
 [ 1.35273151e+02  5.80929393e+01  1.77318516e+01]
 [-1.46684003e+01  4.66096957e+01 -6.10528715e+01]
 [-1.46778664e+01  4.43144458e+01 -6.16611038e+01]
 [-1.45258776e+01  4.20916216e+01 -6.22123143e+01]
 [-1.42850967e+01  3.98855435e+01 -6.27445176e+01]
 [-1.45966760e+01  3.70954528e+01 -6.36188515e+01]
 [-1.48004456e+01  3.43059788e+01 -6.44741782e+01]
 [-1.27485445e+01  3.36939754e+01 -6.40560185e+01]
 [-1.19779403e+01  3.17904644e+01 -6.43981492e+01]
 [-1.27953600e+01  2.81204918e+01 -6.57286573e+01]
 [-1.27368607e+01  2.52635788e+01 -6.65839840e+01]
 [-1.29931571e+01  2.19277564e+01 -6.76864051e+01]
 [ 2.33022623e+00  3.72302907e+01 -5.88290221e+01]
 [ 5.31868169e+00  3.83240044e+01 -5.77075938e+01]
 [ 8.36311422e+00  3.96455098e+01 -5.65101364e+01]
 [ 9.93355808e+00  3.91569403e+01 -5.62820493e+01]
 [ 8.02304627e+00  3.38506239e+01 -5.85058987e+01]
 [ 8.70510872e+00  3.19597921e+01 -5.89810802e+01]
 [ 1.19254933e+01  3.38062428e+01 -5.76125575e+01]
 [ 1.25415370e+01  3.18051684e+01 -5.81637680e+01]
 [ 1.29451722e+01  2.93694049e+01 -5.89240584e+01]
 [ 1.35370898e+01  2.71233938e+01 -5.95893125e+01]
 [ 1.38034508e+01  2.41902775e+01 -6.05776900e+01]
 [ 1.66655070e+01  2.58300213e+01 -5.94182472e+01]
 [ 8.78052959e+00  7.17374232e+00 -6.77054123e+01]
 [ 1.05874569e+01  6.25184350e+00 -6.77054123e+01]
 [ 1.23301174e+01  5.19471277e+00 -6.77814414e+01]
 [ 1.41904306e+01  4.37694698e+00 -6.77624341e+01]
 [ 1.59712389e+01  3.38012577e+00 -6.78384631e+01]
 [ 1.77722009e+01  2.41318434e+00 -6.79144922e+01]
 [ 2.04630905e+01  3.66941620e+00 -6.70211510e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
 [ 6.26463076e+01  1.09960209e+02 -2.00352054e+01]
